YEAR_MONTH,IEIF_index,log_returns,residuals
2003-03-01,924.22,-0.028813416838300188,-0.11813381397392467
2003-04-01,959.65,0.03833502845642811,-0.05098536867919637
2003-05-01,1014.35,0.056999947897671044,-0.032320449237953436
2003-06-01,1003.0,-0.011189431655740156,-0.10050982879136464
2003-07-01,1035.16,0.032063808574277264,-0.057256588561347216
2003-08-01,1053.95,0.018151783299200197,-0.07116861383642428
2003-09-01,1089.27,0.033512026187200394,-0.055808370948424085
2003-10-01,1105.14,0.014569390509240332,-0.07475100662638415
2003-11-01,1171.68,0.06020956620880602,-0.02911083092681846
2003-12-01,1179.83,0.006955824115799425,-0.08236457301982505
2004-01-01,1162.94,-0.014315621742115314,-0.1036360188777398
2004-02-01,1225.25,0.05357972036390524,-0.03574067677171924
2004-03-01,1264.43,0.03197714752091407,-0.057343249614710406
2004-04-01,1208.32,-0.044375726611991295,-0.13369612374761577
2004-05-01,1237.81,0.024405786546610075,-0.0649146105890144
2004-06-01,1263.2,0.020512033349221692,-0.06880836378640279
2004-07-01,1267.88,0.00370487650411655,-0.08561552063150793
2004-08-01,1316.1,0.03803199040918681,-0.05128840672643767
2004-09-01,1336.5,0.015500341919307159,-0.07382005521631732
2004-10-01,1356.32,0.014829779274223576,-0.0744906178614009
2004-11-01,1425.04,0.05066650937831785,-0.03865388775730663
2004-12-01,1517.34,0.06477011171616232,-0.024550285419462164
2005-01-01,1556.17,0.025590836595621447,-0.06372956054000303
2005-02-01,1628.45,0.046447367575521925,-0.042873029560102555
2005-03-01,1626.67,-0.0010930639565230882,-0.09041346109214757
2005-04-01,1681.53,0.03372534072676081,-0.05559505640886367
2005-05-01,1757.82,0.04536939572888965,-0.04395100140673483
2005-06-01,1821.26,0.0360901571264407,-0.05323024000918378
2005-07-01,1868.76,0.026080845129196284,-0.0632395520064282
2005-08-01,1934.33,0.03508743765919653,-0.05423295947642795
2005-09-01,1975.11,0.02108223519254726,-0.06823816194307722
2005-10-01,1836.53,-0.07016318078486761,-0.1594835779204921
2005-11-01,1854.96,0.01003522948168567,-0.07928516765393881
2005-12-01,1905.74,0.027375253374735786,-0.06194514376088869
2006-01-01,1960.61,0.02879196532580508,-0.0605284318098194
2006-02-01,2200.08,0.12214055829563253,0.03282016116000805
2006-03-01,2305.38,0.04786189593105705,-0.04145850120456743
2006-04-01,2205.88,-0.043159912899391806,-0.13248031003501629
2006-05-01,2078.27,-0.057849928373256976,-0.14717032550888146
2006-06-01,2133.14,0.02640176685416229,-0.06291863028146219
2006-07-01,2272.61,0.06538248778795586,-0.023937909347668623
2006-08-01,2323.35,0.02232675206040624,-0.06699364507521824
2006-09-01,2525.53,0.08702089655024015,-0.0022995005853843342
2006-10-01,2616.48,0.036012242974741815,-0.053308154160882665
2006-11-01,2724.09,0.04112777472023477,-0.04819262241538971
2006-12-01,2992.76,0.09862743154594744,0.009307034410322962
2007-01-01,3015.13,0.007474705622903199,-0.08184569151272128
2007-02-01,3167.04,0.05038257056909656,-0.03893782656652792
2007-03-01,3200.92,0.010697686167525644,-0.07862271096809884
2007-04-01,3093.87,-0.03344350999087764,-0.12276390712650212
2007-05-01,3121.22,0.008840061153183587,-0.08048033598244089
2007-06-01,2808.64,-0.10014673749367231,-0.1894671346292968
2007-07-01,2699.76,-0.0387660931981314,-0.12808649033375588
2007-08-01,2676.19,-0.008730405665688834,-0.09805080280131331
2007-09-01,2648.47,-0.010358008960499876,-0.09967840609612436
2007-10-01,2565.2,-0.031440794118868576,-0.12076119125449306
2007-11-01,2428.25,-0.05338765008576318,-0.14270804722138766
2007-12-01,2351.18,-0.0317389066199939,-0.12105930375561838
2008-01-01,2228.43,-0.05220782755892783,-0.1415282246945523
2008-02-01,2368.22,0.06273026301028084,-0.02659013412534364
2008-03-01,2376.83,0.003635641958939617,-0.08568475517668486
2008-04-01,2371.22,-0.0023602866002196965,-0.09168068373584418
2008-05-01,2327.67,-0.01836607316065142,-0.1076864702962759
2008-06-01,2026.38,-0.12943845132686338,-0.21875884846248786
2008-07-01,1955.79,-0.03483551949782382,-0.1241559166334483
2008-08-01,1964.49,0.004448330342214701,-0.08487206679340978
2008-09-01,1864.86,-0.050715452865629285,-0.14003585000125376
2008-10-01,1415.17,-0.2411387449996245,-0.33045914213524896
2008-11-01,1274.5,-0.09940148533391757,-0.18872188246954205
2008-12-01,1360.96,0.06783836798744614,-0.021482029148178344
2009-01-01,1397.56,0.026892781565953428,-0.06242761556967105
2009-02-01,1234.12,-0.11694667849680873,-0.2062670756324332
2009-03-01,1128.48,-0.08559945548244896,-0.17491985261807344
2009-04-01,1299.64,0.15167304693038441,0.062352649794759935
2009-05-01,1419.99,0.09260256686467017,0.0032821697290456864
2009-06-01,1358.37,-0.04339467179346346,-0.13271506892908794
2009-07-01,1507.9,0.1100804640856321,0.020760066950007622
2009-08-01,1760.05,0.16721931162543924,0.07789891448981476
2009-09-01,1894.27,0.07625919718189822,-0.01306119995372626
2009-10-01,1889.14,-0.0027081672623225916,-0.09202856439794707
2009-11-01,1818.76,-0.03725504727018647,-0.12657544440581095
2009-12-01,1865.63,0.02577030504299649,-0.06355009209262799
2010-01-01,1859.82,-0.0031142295096027173,-0.0924346266452272
2010-02-01,1875.83,0.00860835994881226,-0.08071203718681222
2010-03-01,2010.12,0.07158964298470538,-0.017730754150919098
2010-04-01,1893.0,-0.05826517819831645,-0.14758557533394093
2010-05-01,1710.11,-0.09661384046487065,-0.18593423760049513
2010-06-01,1743.58,0.019571840407927033,-0.06974855672769745
2010-07-01,1850.87,0.06153431445646307,-0.02778608267916141
2010-08-01,1859.56,0.004695089336366198,-0.08462530779925828
2010-09-01,2035.77,0.09475897524145505,0.005438578105830566
2010-10-01,2074.68,0.019113161113485155,-0.07020723602213932
2010-11-01,1889.1,-0.08944993926774247,-0.17877033640336695
2010-12-01,1991.21,0.054052194166534395,-0.035268202969090084
2011-01-01,2020.56,0.014739781338984903,-0.07458061579663958
2011-02-01,2100.55,0.03958803500019803,-0.04973236213542645
2011-03-01,2163.32,0.02988264978219979,-0.05943774735342469
2011-04-01,2179.17,0.0073267015513192035,-0.08199369558430528
2011-05-01,2209.47,0.013904376436900234,-0.07541602069872425
2011-06-01,2157.64,-0.02345811438942369,-0.11277851152504817
2011-07-01,2068.67,-0.0412348677258485,-0.13055526486147298
2011-08-01,1869.88,-0.09609555898234134,-0.18541595611796582
2011-09-01,1674.48,-0.10449868440755561,-0.1938190815431801
2011-10-01,1759.56,0.05080980364053311,-0.038510593495091366
2011-11-01,1641.6,-0.06703948714451347,-0.15635988428013795
2011-12-01,1661.71,0.012250243664717386,-0.0770701534709071
2012-01-01,1741.51,0.04802281986628221,-0.04129757726934227
2012-02-01,1767.63,0.01499847833202228,-0.0743219188036022
2012-03-01,1879.37,0.0632145867630669,-0.026105810372557575
2012-04-01,1772.44,-0.05689672603053142,-0.1462171231661559
2012-05-01,1722.27,-0.02830561260183706,-0.11762600973746154
2012-06-01,1762.23,0.023201936978522575,-0.0661184601571019
2012-07-01,1853.66,0.051883125358211046,-0.03743727177741343
2012-08-01,1841.34,-0.006646310542386513,-0.09596670767801099
2012-09-01,1879.06,0.02048508151672146,-0.06883531561890302
2012-10-01,2000.15,0.0644417953657681,-0.024878601769856373
2012-11-01,2024.61,0.01222908281878854,-0.07709131431683594
2012-12-01,2016.57,-0.003971135181590535,-0.09329153231721501
2013-01-01,1973.19,-0.021511774944584117,-0.1108321720802086
2013-02-01,2046.52,0.03716317232501676,-0.05215722481060772
2013-03-01,2063.89,0.008487578914449845,-0.08083281822117463
2013-04-01,2133.34,0.03365004917897774,-0.05567034795664674
2013-05-01,2165.87,0.01524838984878163,-0.07407200728684285
2013-06-01,1981.91,-0.08493584564170509,-0.17425624277732957
2013-07-01,2079.68,0.04933120071042563,-0.03998919642519885
2013-08-01,2000.87,-0.03789525311586395,-0.12721565025148843
2013-09-01,2086.26,0.04267643575044877,-0.04664396138517571
2013-10-01,2160.19,0.03543661863813696,-0.05388377849748752
2013-11-01,2164.31,0.0019072396409574033,-0.08741315749466708
2013-12-01,2142.85,-0.009915400289237652,-0.09923579742486213
2014-01-01,2084.49,-0.02723475744919157,-0.11655515458481605
2014-02-01,2237.31,0.07331289667976337,-0.016007500455861107
2014-03-01,2203.93,-0.014919702678663271,-0.10424009981428775
2014-04-01,2273.82,0.031711533487905896,-0.05760886364771858
2014-05-01,2339.98,0.029096410445857535,-0.060223986689766945
2014-06-01,2454.76,0.04905170129659231,-0.04026869583903217
2014-07-01,2374.69,-0.03261826003356749,-0.12193865716919197
2014-08-01,2409.71,0.014747188054019755,-0.07457320908160472
2014-09-01,2315.46,-0.039112590311697226,-0.1284329874473217
2014-10-01,2314.81,-0.0002807217572318166,-0.0896011188928563
2014-11-01,2371.44,0.024464210885558613,-0.06485618625006587
2014-12-01,2367.16,-0.0018048105792262126,-0.09112520771485069
2015-01-01,2727.85,0.1523724632048531,0.06305206606922861
2015-02-01,2805.85,0.02859394761442169,-0.06072644952120279
2015-03-01,2904.42,0.035130174456938335,-0.054190222678686145
2015-04-01,2770.77,-0.04601607205569447,-0.13533646919131895
2015-05-01,2635.66,-0.048762618333531904,-0.13808301546915638
2015-06-01,2491.8,-0.05458215399558353,-0.143902551131208
2015-07-01,2601.13,0.043875912994622235,-0.045444484141002245
2015-08-01,2492.22,-0.04187026407753569,-0.13119066121316017
2015-09-01,2481.94,-0.004124836491160355,-0.09344523362678483
2015-10-01,2680.96,0.0801872728591344,-0.009133124276490073
2015-11-01,2639.15,-0.015595159942707104,-0.10491555707833158
2015-12-01,2549.64,-0.03391622302635322,-0.1232366201619777
2016-01-01,2533.1,-0.006487190348441363,-0.09580758748406584
2016-02-01,2519.46,-0.005384706486123658,-0.09470510362174814
2016-03-01,2710.91,0.07598850547339508,-0.013331891662229395
2016-04-01,2698.75,-0.004485578643333765,-0.09380597577895824
2016-05-01,2690.69,-0.0029865678554886754,-0.09230696499111316
